q;freq;tramcnt;delay;punctuality;serviced;congestion;highLatenessTrams;total_waiting_time
180;660;18;0;24094;5059;0;18;0
210;660;18;0;26342;4968;0;18;0
240;660;18;0;28592;5037;0;18;0
270;660;18;0;30844;5050;0;18;0
300;660;18;0;33093;4959;0;18;0
150;660;19;0;21840;4982;0;19;0
180;660;19;0;24092;4877;0;19;0
210;660;19;0;26344;4949;0;19;0
240;660;19;0;28597;4962;0;19;0
270;660;19;0;30842;5049;0;19;0
300;660;19;0;33089;5146;0;19;0
150;660;20;0;21841;5047;0;20;0
180;660;20;0;24094;4931;0;20;0
210;660;20;0;26341;4924;0;20;0
240;660;20;0;28595;4957;0;20;0
270;660;20;0;30841;4924;0;20;0
300;660;20;0;33093;4979;0;20;0
150;690;1;0;102068;4807;0;1;0
180;690;1;0;106548;4773;0;1;0
210;690;1;0;111032;4934;0;1;0
240;690;1;0;115479;4800;0;1;0
270;690;1;0;119970;4948;0;1;0
300;690;1;0;124435;4880;0;1;0
150;690;2;0;49349;4820;0;2;0
180;690;2;0;53857;4923;0;2;0
210;690;2;0;58271;4813;0;2;0
240;690;2;0;62762;4819;0;2;0
270;690;2;0;67243;4794;0;2;0
300;690;2;0;71698;4828;0;2;0
150;690;3;0;18932;4840;0;3;0
180;690;3;0;21113;4732;0;3;0
210;690;3;0;23302;4935;0;3;0
240;690;3;0;25492;4887;0;3;0
270;690;3;0;27723;5014;0;3;0
300;690;3;0;29968;4989;0;3;0
150;690;4;0;18915;4778;0;4;0
180;690;4;0;21074;4824;0;4;0
210;690;4;0;23234;4927;0;4;0
240;690;4;0;25396;4873;0;4;0
270;690;4;0;27554;4793;0;4;0
300;690;4;0;29717;4846;0;4;0
150;690;5;0;18917;4970;0;5;0
180;690;5;0;21077;4822;0;5;0
210;690;5;0;23235;4953;0;5;0
240;690;5;0;25397;4824;0;5;0
270;690;5;0;27558;4825;0;5;0
300;690;5;0;29722;4921;0;5;0
150;690;6;0;18919;4923;0;6;0
180;690;6;0;21076;4927;0;6;0
210;690;6;0;23236;4804;0;6;0
240;690;6;0;25396;4927;0;6;0
270;690;6;0;27558;4928;0;6;0
300;690;6;0;29717;4888;0;6;0
150;690;7;0;18916;4841;0;7;0
180;690;7;0;21074;4670;0;7;0
210;690;7;0;23237;4891;0;7;0
240;690;7;0;25397;4884;0;7;0
270;690;7;0;27558;4923;0;7;0
300;690;7;0;29716;4944;0;7;0
150;690;8;0;18915;4843;0;8;0
180;690;8;0;21077;4901;0;8;0
210;690;8;0;23239;4856;0;8;0
240;690;8;0;25398;4745;0;8;0
270;690;8;0;27554;4784;0;8;0
300;690;8;0;29714;4865;0;8;0
150;690;9;0;18917;4924;0;9;0
180;690;9;0;21076;4966;0;9;0
210;690;9;0;23238;4855;0;9;0
240;690;9;0;25397;4808;0;9;0
270;690;9;0;27555;5006;0;9;0
300;690;9;0;29715;4806;0;9;0
150;690;10;0;18920;4928;0;10;0
180;690;10;0;21077;4851;0;10;0
210;690;10;0;23237;4778;0;10;0
240;690;10;0;25397;4926;0;10;0
270;690;10;0;27558;4774;0;10;0
300;690;10;0;29715;4878;0;10;0
150;690;11;0;18915;4679;0;11;0
180;690;11;0;21078;5018;0;11;0
210;690;11;0;23238;4998;0;11;0
240;690;11;0;25395;4916;0;11;0
270;690;11;0;27555;4892;0;11;0
300;690;11;0;29715;4840;0;11;0
150;690;12;0;18916;4909;0;12;0
180;690;12;0;21075;4869;0;12;0
210;690;12;0;23235;4771;0;12;0
240;690;12;0;25396;4918;0;12;0
270;690;12;0;27557;4844;0;12;0
300;690;12;0;29715;4805;0;12;0
150;690;13;0;18918;4879;0;13;0
180;690;13;0;21074;4712;0;13;0
210;690;13;0;23235;4798;0;13;0
240;690;13;0;25398;4853;0;13;0
270;690;13;0;27561;4759;0;13;0
300;690;13;0;29716;4879;0;13;0
150;690;14;0;18921;4839;0;14;0
180;690;14;0;21078;4968;0;14;0
210;690;14;0;23235;4933;0;14;0
240;690;14;0;25400;4899;0;14;0
270;690;14;0;27558;4861;0;14;0
300;690;14;0;29714;4806;0;14;0
150;690;15;0;18922;4852;0;15;0
180;690;15;0;21077;4830;0;15;0
210;690;15;0;23236;4948;0;15;0
240;690;15;0;25396;4971;0;15;0
270;690;15;0;27555;4785;0;15;0
300;690;15;0;29717;4809;0;15;0
150;690;16;0;18917;4843;0;16;0
180;690;16;0;21077;4936;0;16;0
210;690;16;0;23235;4854;0;16;0
240;690;16;0;25396;4854;0;16;0
270;690;16;0;27553;4841;0;16;0
300;690;16;0;29716;4944;0;16;0
150;690;17;0;18915;4911;0;17;0
180;690;17;0;21078;4915;0;17;0
210;690;17;0;23235;4862;0;17;0
240;690;17;0;25393;4799;0;17;0
270;690;17;0;27557;4771;0;17;0
300;690;17;0;29716;4883;0;17;0
150;690;18;0;18916;4859;0;18;0
180;690;18;0;21078;4873;0;18;0
210;690;18;0;23240;4951;0;18;0
240;690;18;0;25397;4803;0;18;0
270;690;18;0;27555;4772;0;18;0
300;690;18;0;29715;4718;0;18;0
150;690;19;0;18916;4881;0;19;0
180;690;19;0;21076;4915;0;19;0
210;690;19;0;23236;4814;0;19;0
240;690;19;0;25399;4893;0;19;0
270;690;19;0;27556;4893;0;19;0
300;690;19;0;29718;4929;0;19;0
150;690;20;0;18917;4900;0;20;0
180;690;20;0;21078;4760;0;20;0
210;690;20;0;23238;4649;0;20;0
240;690;20;0;25399;4859;0;20;0
270;690;20;0;27556;4861;0;20;0
300;690;20;0;29715;4927;0;20;0
300;300;17;0;120848;10688;0;17;0
150;300;18;0;97894;10526;0;18;0
180;300;18;0;102484;10590;0;18;0
210;300;18;0;107073;10710;0;18;0
240;300;18;24;111662;10650;0;18;0
270;300;18;0;116253;10530;0;18;0
300;300;18;0;120846;10660;0;18;0
150;300;19;0;97896;10553;0;19;0
180;300;19;0;102485;10504;0;19;0
210;300;19;0;107076;10537;0;19;0
240;300;19;24;111665;10548;0;19;0
270;300;19;0;116254;10532;0;19;0
300;300;19;0;120849;10529;0;19;0
150;300;20;0;97894;10468;0;20;0
180;300;20;0;102484;10339;0;20;0
210;300;20;0;107081;10261;0;20;0
240;420;10;2504;67996;7698;0;10;0
270;420;10;2512;71357;7628;0;10;0
300;420;10;2516;74723;7799;0;10;0
150;420;11;2508;57916;7606;0;11;0
180;420;11;2500;61275;7701;0;11;0
210;420;11;2497;64636;7653;0;11;0
240;420;11;2500;67999;7742;0;11;0
270;420;11;2489;71358;7760;0;11;0
300;420;11;2483;74718;7526;0;11;0
150;420;12;2528;57917;7542;0;12;0
180;420;12;2497;61277;7645;0;12;0
210;420;12;2508;64643;7619;0;12;0
240;420;12;2516;68005;7663;0;12;0
270;420;12;2528;71361;7513;0;12;0
300;420;12;2523;74723;7572;0;12;0
150;420;13;2504;57917;7711;0;13;0
180;420;13;2508;61279;7776;0;13;0
210;420;13;2516;64637;7809;0;13;0
240;420;13;2506;68002;7829;0;13;0
270;420;13;2493;71356;7730;0;13;0
300;420;13;2496;74716;7677;0;13;0
150;420;14;2496;57919;7729;0;14;0
180;420;14;2536;61280;7611;0;14;0
210;420;14;2528;64640;7756;0;14;0
240;420;14;2495;68000;7588;0;14;0
270;420;14;2506;71357;7681;0;14;0
300;420;14;2549;74719;7398;0;14;0
150;420;15;2511;57918;7756;0;15;0
180;420;15;2493;61282;7762;0;15;0
210;420;15;2504;64635;7659;0;15;0
240;420;15;2513;67996;7667;0;15;0
270;420;15;2494;71363;7769;0;15;0
300;420;15;2517;74717;7696;0;15;0
150;420;16;2504;57918;7616;0;16;0
180;420;16;2477;61280;7784;0;16;0
210;420;16;2514;64636;7566;0;16;0
240;420;16;2520;68000;7490;0;16;0
270;420;16;2504;71362;7637;0;16;0
300;420;16;2509;74717;7694;0;16;0
150;420;17;2502;57919;7722;0;17;0
180;420;17;2520;61279;7666;0;17;0
210;420;17;2514;64642;7613;0;17;0
240;420;17;2510;67996;7620;0;17;0
270;420;17;2486;71356;7713;0;17;0
300;420;17;2509;74716;7625;0;17;0
150;420;18;2517;57924;7732;0;18;0
180;420;18;2507;61277;7722;0;18;0
210;420;18;2493;64640;7646;0;18;0
240;420;18;2500;68001;7646;0;18;0
270;420;18;2481;71360;7692;0;18;0
300;420;18;2505;74719;7705;0;18;0
150;420;19;2493;57922;7694;0;19;0
180;420;19;2509;61276;7574;0;19;0
210;420;19;2498;64640;7752;0;19;0
240;420;19;2528;67997;7593;0;19;0
270;420;19;2489;71357;7685;0;19;0
300;420;19;2512;74716;7674;0;19;0
150;420;20;2516;57918;7716;0;20;0
180;420;20;2529;61278;7606;0;20;0
210;420;20;2511;64638;7614;0;20;0
240;420;20;2498;67998;7663;0;20;0
270;420;20;2489;71358;7526;0;20;0
300;420;20;2482;74718;7656;0;20;0
150;450;1;0;171160;7180;0;1;0
180;450;1;0;177606;7223;0;1;0
210;450;1;0;184016;7049;0;1;0
240;450;1;0;190485;7153;0;1;0
270;450;1;0;196951;7193;0;1;0
300;450;1;0;203410;7149;0;1;0
150;450;2;0;118447;7119;0;2;0
180;450;2;0;124902;7226;0;2;0
210;450;2;0;131338;7207;0;2;0
240;450;2;0;137783;7117;0;2;0
270;450;2;0;144239;6996;0;2;0
300;450;2;0;150678;7011;0;2;0
150;450;3;0;71853;7215;0;3;0
180;450;3;0;77924;7178;0;3;0
210;450;3;0;83962;7244;0;3;0
240;450;3;0;90035;7157;0;3;0
270;450;3;0;96074;7035;0;3;0
300;450;3;0;102165;7237;0;3;0
150;450;4;0;51092;7210;0;4;0
180;450;4;0;54249;7179;0;4;0
210;450;4;0;57396;7179;0;4;0
240;450;4;0;60544;7299;0;4;0
270;450;4;0;63692;7056;0;4;0
300;450;4;0;66842;7037;0;4;0
150;450;5;0;51093;7226;0;5;0
180;450;5;0;54248;7018;0;5;0
210;450;5;0;57392;7185;0;5;0
240;450;5;0;60544;7095;0;5;0
270;450;5;0;63697;7095;0;5;0
300;450;5;0;66844;7199;0;5;0
150;450;6;0;51093;7239;0;6;0
180;450;6;0;54242;7191;0;6;0
210;450;6;0;57392;7097;0;6;0
240;450;6;0;60542;7152;0;6;0
270;450;6;0;63692;7037;0;6;0
300;450;6;0;66842;7176;0;6;0
150;450;7;0;51091;7257;0;7;0
180;450;7;0;54242;7201;0;7;0
210;450;7;0;57394;7273;0;7;0
240;450;7;0;60544;7226;0;7;0
270;450;7;0;63691;7306;0;7;0
300;450;7;0;66843;7305;0;7;0
150;450;8;0;51094;7127;0;8;0
180;450;8;0;54247;7113;0;8;0
210;450;8;0;57391;7142;0;8;0
240;450;8;0;60540;7167;0;8;0
270;450;8;0;63693;6962;0;8;0
300;450;8;0;66846;7232;0;8;0
150;450;9;0;51094;7015;0;9;0
180;450;9;0;54242;7000;0;9;0
210;450;9;0;57391;7168;0;9;0
240;450;9;0;60543;7043;0;9;0
270;450;9;0;63697;7228;0;9;0
300;450;9;0;66845;7136;0;9;0
150;450;10;0;51092;7081;0;10;0
180;450;10;0;54243;7162;0;10;0
210;450;10;0;57394;7213;0;10;0
240;450;10;0;60544;7184;0;10;0
270;450;10;0;63694;7086;0;10;0
300;450;10;0;66844;7250;0;10;0
150;450;11;0;51092;7104;0;11;0
180;450;11;0;54241;7225;0;11;0
210;450;11;0;57394;7233;0;11;0
240;450;11;0;60541;7173;0;11;0
270;450;11;0;63695;7180;0;11;0
300;450;11;0;66842;7256;0;11;0
150;450;12;0;51093;7231;0;12;0
180;450;12;0;54244;7176;0;12;0
210;450;12;0;57394;7085;0;12;0
240;450;12;0;60545;7063;0;12;0
270;450;12;0;63690;7186;0;12;0
300;450;12;0;66838;7084;0;12;0
150;450;13;0;51092;7065;0;13;0
180;450;13;0;54247;7167;0;13;0
210;450;13;0;57394;7156;0;13;0
240;450;13;0;60543;7225;0;13;0
270;450;13;0;63690;7204;0;13;0
300;450;13;0;66843;7192;0;13;0
150;450;14;0;51094;7058;0;14;0
180;450;14;0;54244;6996;0;14;0
210;450;14;0;57395;7296;0;14;0
240;450;14;0;60543;7287;0;14;0
270;450;14;0;63691;7164;0;14;0
300;450;14;0;66844;7093;0;14;0
150;450;15;0;51092;7149;0;15;0
180;450;15;0;54241;7204;0;15;0
210;450;15;0;57392;7178;0;15;0
240;450;15;0;60542;7014;0;15;0
270;450;15;0;63693;7273;0;15;0
300;450;15;0;66846;7103;0;15;0
150;450;16;0;51098;7225;0;16;0
180;450;16;0;54241;7154;0;16;0
210;450;16;0;57396;7260;0;16;0
240;450;16;0;60539;7108;0;16;0
270;450;16;0;63692;7112;0;16;0
300;450;16;0;66845;7170;0;16;0
150;450;17;0;51093;7248;0;17;0
180;450;17;0;54243;7233;0;17;0
210;450;17;0;57390;7150;0;17;0
240;450;17;0;60540;7183;0;17;0
270;450;17;0;63694;7192;0;17;0
300;450;17;0;66845;7268;0;17;0
150;450;18;0;51092;7074;0;18;0
180;450;18;0;54241;7131;0;18;0
210;450;18;0;57393;7069;0;18;0
240;450;18;0;60539;7043;0;18;0
270;450;18;0;63692;7189;0;18;0
300;450;18;0;66841;7176;0;18;0
150;450;19;0;51095;7243;0;19;0
180;450;19;0;54245;7096;0;19;0
210;450;19;0;57394;7119;0;19;0
240;450;19;0;60544;7100;0;19;0
270;450;19;0;63694;7250;0;19;0
300;570;9;0;44345;5713;0;9;0
150;570;10;0;31594;5682;0;10;0
180;570;10;0;34141;5686;0;10;0
210;570;10;0;36692;5769;0;10;0
240;570;10;0;39247;5804;0;10;0
270;570;10;0;41789;5717;0;10;0
300;570;10;0;44344;5855;0;10;0
150;570;11;0;31592;5881;0;11;0
180;570;11;0;34148;5812;0;11;0
210;570;11;0;36691;5682;0;11;0
240;570;11;0;39239;5715;0;11;0
270;570;11;0;41789;5744;0;11;0
300;570;11;0;44344;5793;0;11;0
150;570;12;0;31593;5751;0;12;0
180;570;12;0;34144;5732;0;12;0
210;570;12;0;36693;5687;0;12;0
240;570;12;0;39243;5680;0;12;0
270;570;12;0;41792;5736;0;12;0
300;570;12;0;44343;5790;0;12;0
150;570;13;0;31589;5831;0;13;0
180;570;13;0;34145;5689;0;13;0
210;570;13;0;36693;5681;0;13;0
240;570;13;0;39240;5720;0;13;0
270;570;13;0;41795;5793;0;13;0
300;570;13;0;44341;5725;0;13;0
150;570;14;0;31593;5742;0;14;0
180;570;14;0;34144;5619;0;14;0
210;570;14;0;36691;5698;0;14;0
240;570;14;0;39242;5679;0;14;0
270;570;14;0;41790;5667;0;14;0
300;570;14;0;44344;5777;0;14;0
150;570;15;0;31595;5776;0;15;0
180;570;15;0;34142;5757;0;15;0
210;570;15;0;36694;5711;0;15;0
240;570;15;0;39241;5854;0;15;0
270;570;15;0;41791;5729;0;15;0
300;570;15;0;44347;5708;0;15;0
150;570;16;0;31592;5694;0;16;0
180;570;16;0;34146;5840;0;16;0
210;570;16;0;36691;5673;0;16;0
240;570;16;0;39242;5784;0;16;0
270;570;16;0;41790;5834;0;16;0
300;570;16;0;44346;5729;0;16;0
150;570;17;0;31590;5746;0;17;0
180;570;17;0;34142;5676;0;17;0
210;570;17;0;36691;5730;0;17;0
240;570;17;0;39246;5854;0;17;0
270;570;17;0;41792;5754;0;17;0
300;570;17;0;44340;5651;0;17;0
150;570;18;0;31590;5812;0;18;0
180;570;18;0;34140;5668;0;18;0
210;570;18;0;36692;5770;0;18;0
240;570;18;0;39242;5823;0;18;0
270;570;18;0;41789;5705;0;18;0
300;570;18;0;44341;5928;0;18;0
150;570;19;0;31591;5779;0;19;0
180;570;19;0;34142;5694;0;19;0
210;570;19;0;36691;5686;0;19;0
240;570;19;0;39245;5717;0;19;0
270;570;19;0;41792;5741;0;19;0
300;570;19;0;44344;5744;0;19;0
150;570;20;0;31596;5796;0;20;0
180;570;20;0;34139;5794;0;20;0
210;570;20;0;36693;5604;0;20;0
240;570;20;0;39243;5718;0;20;0
270;570;20;0;41789;5726;0;20;0
300;570;20;0;44341;5673;0;20;0
150;600;1;0;120941;5538;0;1;0
180;600;1;0;125907;5398;0;1;0
210;600;1;0;130922;5459;0;1;0
240;600;1;0;135959;5464;0;1;0
270;600;1;0;140978;5504;0;1;0
300;600;1;0;145961;5516;0;1;0
150;600;2;0;68194;5428;0;2;0
180;600;2;0;73214;5529;0;2;0
210;600;2;0;78228;5464;0;2;0
240;600;2;0;83259;5555;0;2;0
270;600;2;0;88249;5716;0;2;0
300;600;2;0;93251;5529;0;2;0
150;600;3;0;27690;5386;0;3;0
180;600;3;0;30121;5438;0;3;0
210;600;3;0;32566;5580;0;3;0
240;600;3;0;35638;5325;0;3;0
270;600;3;0;40260;5375;0;3;0
300;600;3;0;44884;5471;0;3;0
150;600;4;0;27694;5530;0;4;0
180;600;4;0;30120;5518;0;4;0
210;600;4;0;32552;5391;0;4;0
240;600;4;0;34986;5547;0;4;0
270;600;4;0;37411;5544;0;4;0
300;600;4;0;39844;5620;0;4;0
150;600;5;0;27693;5504;0;5;0
180;600;5;0;30121;5388;0;5;0
210;600;5;0;32555;5508;0;5;0
240;600;5;0;34984;5497;0;5;0
270;600;5;0;37415;5491;0;5;0
300;600;5;0;39845;5553;0;5;0
150;600;6;0;27693;5455;0;6;0
180;600;6;0;30122;5379;0;6;0
210;600;6;0;32552;5432;0;6;0
240;600;6;0;34979;5496;0;6;0
270;600;6;0;37411;5548;0;6;0
300;600;6;0;39841;5459;0;6;0
150;600;7;0;27690;5407;0;7;0
180;600;7;0;30125;5526;0;7;0
210;600;7;0;32552;5597;0;7;0
240;600;7;0;34981;5580;0;7;0
270;600;7;0;37412;5424;0;7;0
300;600;7;0;39841;5522;0;7;0
150;600;8;0;27693;5401;0;8;0
180;600;8;0;30121;5518;0;8;0
210;600;8;0;32554;5428;0;8;0
240;600;8;0;34981;5565;0;8;0
270;600;8;0;37412;5472;0;8;0
300;600;8;0;39844;5484;0;8;0
150;600;9;0;27696;5515;0;9;0
180;600;9;0;30119;5393;0;9;0
210;600;9;0;32558;5521;0;9;0
240;600;9;0;34981;5513;0;9;0
270;600;9;0;37414;5358;0;9;0
300;600;9;0;39841;5466;0;9;0
150;600;10;0;27691;5419;0;10;0
180;600;10;0;30124;5567;0;10;0
210;600;10;0;32553;5546;0;10;0
240;600;10;0;34984;5428;0;10;0
270;600;10;0;37411;5405;0;10;0
300;600;10;0;39846;5444;0;10;0
240;90;12;474713;664581;22735;0;12;0
270;90;12;474645;684209;22344;0;12;0
300;90;12;474149;703953;22365;0;12;0
150;90;13;507770;646229;23981;0;13;0
180;90;13;509355;667203;23953;0;13;0
210;90;13;508774;686665;24177;0;13;0
240;90;13;507177;705552;24021;0;13;0
270;90;13;508777;726703;23708;0;13;0
300;90;13;507057;748445;23912;0;13;0
150;90;14;540282;688274;26106;0;14;0
180;90;14;537798;706360;25664;0;14;0
210;90;14;539151;727709;25753;0;14;0
240;90;14;536667;747850;25633;0;14;0
270;90;14;538797;770318;25516;0;14;0
300;90;14;536652;792962;25779;0;14;0
150;90;15;556020;708124;27161;0;15;0
180;120;3;130553;369919;12135;0;3;0
210;120;3;130552;380385;12421;0;3;0
240;120;3;130553;390778;12239;0;3;0
270;120;3;130553;401254;12227;0;3;0
300;120;3;130553;411700;12456;0;3;0
150;120;4;161356;419301;14674;0;4;0
180;120;4;161357;431869;14879;0;4;0
210;120;4;161112;444250;14806;0;4;0
240;120;4;161445;457013;14644;0;4;0
270;120;4;161356;469504;14848;0;4;0
300;120;4;161357;482061;14878;0;4;0
150;120;5;199166;467829;16721;0;5;0
180;120;5;199225;482181;16632;0;5;0
210;120;5;198993;496322;17034;0;5;0
240;120;5;199214;510816;16686;0;5;0
270;120;5;199217;525142;16852;0;5;0
300;180;19;144529;244310;17354;0;19;0
150;180;20;144467;192441;17137;0;20;0
180;180;20;144472;199897;17479;0;20;0
210;180;20;144663;214612;17238;0;20;0
240;180;20;144497;229241;17409;0;20;0
270;180;20;144515;243908;17491;0;20;0
300;180;20;144413;258608;17324;0;20;0
150;210;1;43908;321801;10743;0;1;0
180;210;1;43906;331341;10831;0;1;0
210;210;1;43908;340839;10844;0;1;0
240;210;1;43907;350318;10710;0;1;0
270;210;1;43908;359828;10744;0;1;0
300;210;1;43908;369318;10733;0;1;0
150;210;2;86668;317904;10744;0;2;0
180;210;2;86669;327208;10854;0;2;0
210;210;2;86669;336589;10848;0;2;0
240;300;4;23;155511;10645;0;4;0
270;300;4;0;164410;10400;0;4;0
300;300;4;0;173309;10502;0;4;0
150;300;5;0;97894;10574;0;5;0
180;300;5;0;102485;10549;0;5;0
210;300;5;0;107076;10658;0;5;0
240;300;5;21;112845;10670;0;5;0
270;300;5;0;121640;10590;0;5;0
300;300;5;0;130453;10553;0;5;0
150;300;6;0;97894;10448;0;6;0
180;300;6;0;102484;10430;0;6;0
210;300;6;0;107072;10633;0;6;0
240;300;6;20;111663;10524;0;6;0
270;300;6;0;116254;10446;0;6;0
300;300;6;0;120845;10280;0;6;0
150;300;7;0;97897;10495;0;7;0
180;390;17;0;69322;8427;0;17;0
210;390;17;0;72917;8201;0;17;0
240;390;17;0;76521;8169;0;17;0
270;390;17;0;80118;8263;0;17;0
300;390;17;0;83719;8303;0;17;0
150;390;18;0;65718;8239;0;18;0
180;390;18;0;69324;8271;0;18;0
210;390;18;0;72919;8323;0;18;0
240;390;18;0;76517;8218;0;18;0
270;390;18;0;80118;8170;0;18;0
300;390;18;0;83722;8263;0;18;0
150;390;19;0;65717;8290;0;19;0
180;390;19;0;69318;8175;0;19;0
210;390;19;0;72921;8351;0;19;0
240;390;19;0;76519;8300;0;19;0
270;390;19;0;80118;8313;0;19;0
150;510;1;0;148120;6437;0;1;0
180;510;1;0;153927;6362;0;1;0
210;510;1;0;159715;6606;0;1;0
240;510;1;0;165478;6306;0;1;0
270;510;1;0;171278;6315;0;1;0
300;600;11;0;39841;5490;0;11;0
150;600;12;0;27694;5458;0;12;0
180;600;12;0;30122;5385;0;12;0
210;600;12;0;32552;5393;0;12;0
240;600;12;0;34985;5401;0;12;0
270;600;12;0;37408;5482;0;12;0
300;600;12;0;39840;5510;0;12;0
150;600;13;0;27691;5440;0;13;0
180;600;13;0;30121;5339;0;13;0
210;600;13;0;32552;5403;0;13;0
240;600;13;0;34981;5534;0;13;0
270;600;13;0;37412;5405;0;13;0
300;600;13;0;39843;5545;0;13;0
150;600;14;0;27693;5524;0;14;0
180;600;14;0;30123;5391;0;14;0
210;600;14;0;32548;5464;0;14;0
150;720;1;0;95808;4640;0;1;0
180;720;1;0;100081;4711;0;1;0
210;720;1;0;104375;4713;0;1;0
240;720;1;0;108671;4680;0;1;0
270;720;1;0;112961;4652;0;1;0
180;420;5;2502;61279;7522;0;5;0
210;420;5;2510;64637;7576;0;5;0
240;420;5;2494;67995;7671;0;5;0
270;420;5;2499;71358;7666;0;5;0
300;420;5;2511;74722;7650;0;5;0
150;420;6;2500;57922;7618;0;6;0
180;420;6;2506;61276;7792;0;6;0
210;420;6;2495;64640;7665;0;6;0
240;420;6;2484;67999;7828;0;6;0
270;420;6;2509;71360;7594;0;6;0
300;420;6;2510;74718;7666;0;6;0
150;420;7;2524;57918;7521;0;7;0
180;420;7;2511;61279;7618;0;7;0
210;420;7;2497;64636;7833;0;7;0
240;420;7;2515;67996;7460;0;7;0
270;420;7;2502;71361;7585;0;7;0
180;330;3;0;153158;9756;0;3;0
210;330;3;0;161310;9606;0;3;0
240;330;3;0;169438;9677;0;3;0
270;330;3;0;177642;9449;0;3;0
300;330;3;0;185833;9571;0;3;0
150;330;4;0;101774;9450;0;4;0
180;330;4;0;109854;9548;0;4;0
210;330;4;0;117928;9543;0;4;0
240;330;4;0;126013;9586;0;4;0
270;330;4;23;134125;9313;0;4;0
300;330;4;0;142251;9536;0;4;0
150;330;5;0;85220;9477;0;5;0
180;330;5;0;89418;9648;0;5;0
210;330;5;0;93621;9445;0;5;0
240;330;5;0;97817;9421;0;5;0
270;330;5;25;102027;9719;0;5;0
300;240;3;116962;390959;12132;0;3;0
150;240;4;74793;277580;13130;0;4;0
180;240;4;74773;288654;12879;0;4;0
210;240;4;74824;299798;13084;0;4;0
240;240;4;74757;310846;13180;0;4;0
270;240;4;74836;322075;13033;0;4;0
300;240;4;74811;333143;12988;0;4;0
150;240;5;75011;234347;13164;0;5;0
180;240;5;75034;245357;13269;0;5;0
210;240;5;74967;256313;13324;0;5;0
240;240;5;75011;267349;13191;0;5;0
270;240;5;75010;278464;13317;0;5;0
300;240;5;75011;289533;13110;0;5;0
150;240;6;75040;191733;12935;0;6;0
180;240;6;75061;202644;13202;0;6;0
210;240;6;75033;213552;12982;0;6;0
240;240;6;75038;224483;13110;0;6;0
270;240;6;75148;235688;13169;0;6;0
300;240;6;75039;246664;13195;0;6;0
150;240;7;75217;150494;13125;0;7;0
180;240;7;75231;161269;13172;0;7;0
210;240;7;75314;172089;12771;0;7;0
240;240;7;75219;182808;13360;0;7;0
270;240;7;75225;193846;12989;0;7;0
300;240;7;75224;204914;13209;0;7;0
150;240;8;75212;132998;13141;0;8;0
180;240;8;75244;138667;13260;0;8;0
210;240;8;75219;144342;13277;0;8;0
240;240;8;75259;150045;13314;0;8;0
270;240;8;75220;161106;13125;0;8;0
300;240;8;75285;172181;13162;0;8;0
150;240;9;75107;132996;12902;0;9;0
180;240;9;75150;138666;13234;0;9;0
210;240;9;75117;144338;13097;0;9;0
240;240;9;75226;150010;13257;0;9;0
270;240;9;75148;157721;12999;0;9;0
300;240;9;75157;163327;13038;0;9;0
150;240;10;75210;132999;13164;0;10;0
180;240;10;75242;138669;13123;0;10;0
210;240;10;75035;144341;13131;0;10;0
240;240;10;75218;150007;13180;0;10;0
270;240;10;75129;156667;13067;0;10;0
300;240;10;75128;163335;13116;0;10;0
150;240;11;75187;133000;13260;0;11;0
180;240;11;75243;138667;12957;0;11;0
210;240;11;75223;144331;13190;0;11;0
240;240;11;75113;150005;13151;0;11;0
270;240;11;75126;156668;13409;0;11;0
300;240;11;75215;163325;13315;0;11;0
150;240;12;75197;132996;13299;0;12;0
180;240;12;75339;138667;13160;0;12;0
210;240;12;75224;144334;12996;0;12;0
240;240;12;75227;150003;13266;0;12;0
270;240;12;75110;156661;13069;0;12;0
300;240;12;75139;163334;13200;0;12;0
150;240;13;75130;132995;13306;0;13;0
180;240;13;75271;138671;13208;0;13;0
210;240;13;75100;144335;13344;0;13;0
240;240;13;75248;150009;13277;0;13;0
270;240;13;75216;156667;13218;0;13;0
300;240;13;75215;163325;13112;0;13;0
150;240;14;75218;132998;13252;0;14;0
180;240;14;75153;138669;13260;0;14;0
210;240;14;75133;144336;13063;0;14;0
240;240;14;75212;150003;13110;0;14;0
270;240;14;75207;161078;13095;0;14;0
300;240;14;75183;163334;13056;0;14;0
150;240;15;75233;133002;13503;0;15;0
180;240;15;75142;138671;13038;0;15;0
210;240;15;75156;144338;13336;0;15;0
240;240;15;75259;150008;13114;0;15;0
270;240;15;75226;157717;13028;0;15;0
300;240;15;75211;163325;13144;0;15;0
150;240;16;75218;132993;13117;0;16;0
180;240;16;75240;138664;13355;0;16;0
210;240;16;75246;144340;13305;0;16;0
240;240;16;75222;150007;13090;0;16;0
270;240;16;75117;156662;13159;0;16;0
300;240;16;75128;161946;13184;0;16;0
150;240;17;75121;133000;13255;0;17;0
180;240;17;75173;138664;13159;0;17;0
210;240;17;75240;144339;13248;0;17;0
240;240;17;75209;150007;13224;0;17;0
270;240;17;75131;156663;13107;0;17;0
300;240;17;75218;163328;13140;0;17;0
150;240;18;75118;133002;13007;0;18;0
180;240;18;75195;138675;13340;0;18;0
210;240;18;75131;144340;13208;0;18;0
240;240;18;75219;150007;13137;0;18;0
270;240;18;75215;161073;13436;0;18;0
300;240;18;75218;163325;13071;0;18;0
150;240;19;75126;132998;13193;0;19;0
